"675681, BRONTE HEALTH AND REHAB CENTER, 900 S STATE ST, BRONTE TX, 76933"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675799, BRENHAM NURSING AND REHABILITATION CENTER, 400 E SAYLES ST, BRENHAM TX, 77833"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675818, PARK MANOR OF CYFAIR, 11001 CRESCENT MOON DR, HOUSTON TX, 77064"
"675814, KILGORE HEALTH & REHABILITATION, 2700 S HENDERSON BLVD, KILGORE TX, 75662"
"675810, LANCASTER NURSING & REHABILITATION CENTER, 1515 N ELM ST, LANCASTER TX, 75134"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675774, LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE, 2300 JACK FINNEY BLVD, GREENVILLE TX, 75402"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675792, MANSFIELD NURSING AND REHABILITATION LP, 1402 E BROAD ST, MANSFIELD TX, 76063"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675754, TRAYMORE NURSING CENTER, 4315 HOPKINS AVE, DALLAS TX, 75209"
"675754, TRAYMORE NURSING CENTER, 4315 HOPKINS AVE, DALLAS TX, 75209"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675791, BRIARWOOD NURSING & REHABILITATION, 7633 BELLFORT, HOUSTON TX, 77061"
"675791, BRIARWOOD NURSING & REHABILITATION, 7633 BELLFORT, HOUSTON TX, 77061"
"675796, MERIDIAN CARE OF HEBBRONVILLE, 606 W GRUY, HEBBRONVILLE TX, 78361"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675769, STAMFORD RESIDENCE AND REHABILITATION CENTER, 1003 COLUMBIA, STAMFORD TX, 79553"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675818, PARK MANOR OF CYFAIR, 11001 CRESCENT MOON DR, HOUSTON TX, 77064"
"675788, OAK MANOR NURSING AND REHABILITATION LP, 2901 STERLING HART DR, COMMERCE TX, 75428"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675799, BRENHAM NURSING AND REHABILITATION CENTER, 400 E SAYLES ST, BRENHAM TX, 77833"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675819, PARK MANOR OF SOUTH BELT, 11902 RESOURCE PKWY, HOUSTON TX, 77089"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675820, THE LENNWOOD NURSING AND REHABILITATION, 8017 W VIRGINIA DR, DALLAS TX, 75237"
"675797, SENIOR CARE OF WESTON INN, 2505 S 37TH ST, TEMPLE TX, 76504"
"675773, HOLMGREEN CENTER, 317 N CARANCAHUA, CORPUS CHRISTI TX, 78401"
"675800, LA VIDA SERENA NURSING AND REHABILITATION, 711 KINGS WAY, DEL RIO TX, 78840"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675812, WHISPERING PINES NURSING AND REHAB, 910 S BEECH ST, WINNSBORO TX, 75494"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675788, OAK MANOR NURSING AND REHABILITATION LP, 2901 STERLING HART DR, COMMERCE TX, 75428"
"675755, WINDSOR PLACE, 507 E W M WATSON BLVD, DAINGERFIELD TX, 75638"
"675821, MADISONVILLE CARE CENTER, 411 E COLLARD, MADISONVILLE TX, 77864"
"675755, WINDSOR PLACE, 507 E W M WATSON BLVD, DAINGERFIELD TX, 75638"
"675773, HOLMGREEN CENTER, 317 N CARANCAHUA, CORPUS CHRISTI TX, 78401"
"675818, PARK MANOR OF CYFAIR, 11001 CRESCENT MOON DR, HOUSTON TX, 77064"
"675774, LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE, 2300 JACK FINNEY BLVD, GREENVILLE TX, 75402"
"675789, WOODRIDGE NURSING & REHABILITATION, 8810 LONG POINT DR, HOUSTON TX, 77055"
"675797, SENIOR CARE OF WESTON INN, 2505 S 37TH ST, TEMPLE TX, 76504"
"675830, AUTUMN LEAVES, 1010 EMERALD ISLE DR, DALLAS TX, 75218"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675768, MOUNTAIN VILLA NURSING CENTER, 2729 PORTER AVE, EL PASO TX, 79930"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675819, PARK MANOR OF SOUTH BELT, 11902 RESOURCE PKWY, HOUSTON TX, 77089"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675769, STAMFORD RESIDENCE AND REHABILITATION CENTER, 1003 COLUMBIA, STAMFORD TX, 79553"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675810, LANCASTER NURSING & REHABILITATION CENTER, 1515 N ELM ST, LANCASTER TX, 75134"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675793, BROOKHOLLOW HEIGHTS TRANSITIONAL CARE CENTER, 1737 N LOOP W, HOUSTON TX, 77008"
"675873, CLYDE W COSPER TEXAS STATE VETERANS HOME, 1300 SEVEN OAKS RD, BONHAM TX, 75418"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675799, BRENHAM NURSING AND REHABILITATION CENTER, 400 E SAYLES ST, BRENHAM TX, 77833"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675791, BRIARWOOD NURSING & REHABILITATION, 7633 BELLFORT, HOUSTON TX, 77061"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675826, SUNSET HOME, 1800 WEST 9TH ST, CLIFTON TX, 76634"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675826, SUNSET HOME, 1800 WEST 9TH ST, CLIFTON TX, 76634"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675754, TRAYMORE NURSING CENTER, 4315 HOPKINS AVE, DALLAS TX, 75209"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675788, OAK MANOR NURSING AND REHABILITATION LP, 2901 STERLING HART DR, COMMERCE TX, 75428"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675820, THE LENNWOOD NURSING AND REHABILITATION, 8017 W VIRGINIA DR, DALLAS TX, 75237"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675818, PARK MANOR OF CYFAIR, 11001 CRESCENT MOON DR, HOUSTON TX, 77064"
"675797, SENIOR CARE OF WESTON INN, 2505 S 37TH ST, TEMPLE TX, 76504"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675755, WINDSOR PLACE, 507 E W M WATSON BLVD, DAINGERFIELD TX, 75638"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675789, WOODRIDGE NURSING & REHABILITATION, 8810 LONG POINT DR, HOUSTON TX, 77055"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675820, THE LENNWOOD NURSING AND REHABILITATION, 8017 W VIRGINIA DR, DALLAS TX, 75237"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675810, LANCASTER NURSING & REHABILITATION CENTER, 1515 N ELM ST, LANCASTER TX, 75134"
"675796, MERIDIAN CARE OF HEBBRONVILLE, 606 W GRUY, HEBBRONVILLE TX, 78361"
"675814, KILGORE HEALTH & REHABILITATION, 2700 S HENDERSON BLVD, KILGORE TX, 75662"
"675814, KILGORE HEALTH & REHABILITATION, 2700 S HENDERSON BLVD, KILGORE TX, 75662"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675791, BRIARWOOD NURSING & REHABILITATION, 7633 BELLFORT, HOUSTON TX, 77061"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675819, PARK MANOR OF SOUTH BELT, 11902 RESOURCE PKWY, HOUSTON TX, 77089"
"675812, WHISPERING PINES NURSING AND REHAB, 910 S BEECH ST, WINNSBORO TX, 75494"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675792, MANSFIELD NURSING AND REHABILITATION LP, 1402 E BROAD ST, MANSFIELD TX, 76063"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675773, HOLMGREEN CENTER, 317 N CARANCAHUA, CORPUS CHRISTI TX, 78401"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675768, MOUNTAIN VILLA NURSING CENTER, 2729 PORTER AVE, EL PASO TX, 79930"
"675822, SENIOR CARE BELTLINE, 106 N BELTLINE RD, GARLAND TX, 75040"
"675797, SENIOR CARE OF WESTON INN, 2505 S 37TH ST, TEMPLE TX, 76504"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675820, THE LENNWOOD NURSING AND REHABILITATION, 8017 W VIRGINIA DR, DALLAS TX, 75237"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675755, WINDSOR PLACE, 507 E W M WATSON BLVD, DAINGERFIELD TX, 75638"
"675793, BROOKHOLLOW HEIGHTS TRANSITIONAL CARE CENTER, 1737 N LOOP W, HOUSTON TX, 77008"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675788, OAK MANOR NURSING AND REHABILITATION LP, 2901 STERLING HART DR, COMMERCE TX, 75428"
"675812, WHISPERING PINES NURSING AND REHAB, 910 S BEECH ST, WINNSBORO TX, 75494"
"675796, MERIDIAN CARE OF HEBBRONVILLE, 606 W GRUY, HEBBRONVILLE TX, 78361"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675823, NORMANDY TERRACE NURSING & REHABILITATION CENTER, 841 RICE RD, SAN ANTONIO TX, 78220"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675830, AUTUMN LEAVES, 1010 EMERALD ISLE DR, DALLAS TX, 75218"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675799, BRENHAM NURSING AND REHABILITATION CENTER, 400 E SAYLES ST, BRENHAM TX, 77833"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675789, WOODRIDGE NURSING & REHABILITATION, 8810 LONG POINT DR, HOUSTON TX, 77055"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675755, WINDSOR PLACE, 507 E W M WATSON BLVD, DAINGERFIELD TX, 75638"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675821, MADISONVILLE CARE CENTER, 411 E COLLARD, MADISONVILLE TX, 77864"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675766, THE COURTYARD REHABILITATION AND HEALTHCARE CENTER, 3401 E AIRLINE DR, VICTORIA TX, 77901"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675767, REGENCY HOUSE, 3745 SUMMER CREST DR, SAN ANGELO TX, 76901"
"675800, LA VIDA SERENA NURSING AND REHABILITATION, 711 KINGS WAY, DEL RIO TX, 78840"
"675821, MADISONVILLE CARE CENTER, 411 E COLLARD, MADISONVILLE TX, 77864"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675786, AFV II HEALTH CARE CENTER, 5100 JOHN D RYAN BLVD, SAN ANTONIO TX, 78245"
"675757, SIGNATURE POINTE ON THE LAKE HEALTHCARE COMMUNITY, 14655 PRESTON RD, DALLAS TX, 75254"
"675821, MADISONVILLE CARE CENTER, 411 E COLLARD, MADISONVILLE TX, 77864"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675773, HOLMGREEN CENTER, 317 N CARANCAHUA, CORPUS CHRISTI TX, 78401"
"675792, MANSFIELD NURSING AND REHABILITATION LP, 1402 E BROAD ST, MANSFIELD TX, 76063"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675785, EDINBURG NURSING AND REHABILITATION CENTER, 5215 S SUGAR RD, EDINBURG TX, 78539"
"675826, SUNSET HOME, 1800 WEST 9TH ST, CLIFTON TX, 76634"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675793, BROOKHOLLOW HEIGHTS TRANSITIONAL CARE CENTER, 1737 N LOOP W, HOUSTON TX, 77008"
"675806, THE LAURENWOOD NURSING AND REHABILITATION, 330 W CAMP WISDOM RD, DUNCANVILLE TX, 75116"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675809, WESTRIDGE NURSING AND REHABILITATION LP, 1241 WESTRIDGE AVE, LANCASTER TX, 75146"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675773, HOLMGREEN CENTER, 317 N CARANCAHUA, CORPUS CHRISTI TX, 78401"
"675769, STAMFORD RESIDENCE AND REHABILITATION CENTER, 1003 COLUMBIA, STAMFORD TX, 79553"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675802, KEMP CARE CENTER, 1351 SOUTH ELM STREET, KEMP TX, 75143"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675783, THE VILLA AT MOUNTAIN VIEW, 2918 DUNCANVILLE RD, DALLAS TX, 75211"
"675830, AUTUMN LEAVES, 1010 EMERALD ISLE DR, DALLAS TX, 75218"
"675779, MARINE CREEK NURSING AND REHABILITATION LP, 3600 ANGLE AVE, FORT WORTH TX, 76106"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675790, GARLAND NURSING AND REHABILITATION LP, 321 N SHILOH RD, GARLAND TX, 75042"
"675782, VALLEY VIEW CARE CENTER, 101 LIBERTY LN, ANSON TX, 79501"
"675796, MERIDIAN CARE OF HEBBRONVILLE, 606 W GRUY, HEBBRONVILLE TX, 78361"
"675815, KINGSVILLE NURSING AND REHABILITATION CENTER, 3130 S BRAHMA BLVD, KINGSVILLE TX, 78363"
"675851, GEORGIA MANOR NURSING HOME, 2611 W 46TH AVE, AMARILLO TX, 79110"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675819, PARK MANOR OF SOUTH BELT, 11902 RESOURCE PKWY, HOUSTON TX, 77089"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675768, MOUNTAIN VILLA NURSING CENTER, 2729 PORTER AVE, EL PASO TX, 79930"
"675792, MANSFIELD NURSING AND REHABILITATION LP, 1402 E BROAD ST, MANSFIELD TX, 76063"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675777, PARKWAY PLACE, 1321 PARK BAYOU DR, HOUSTON TX, 77077"
"675797, SENIOR CARE OF WESTON INN, 2505 S 37TH ST, TEMPLE TX, 76504"
"675800, LA VIDA SERENA NURSING AND REHABILITATION, 711 KINGS WAY, DEL RIO TX, 78840"
"675754, TRAYMORE NURSING CENTER, 4315 HOPKINS AVE, DALLAS TX, 75209"
"675801, GILMER NURSING AND REHABILITATION LP, 703 TITUS STREET, GILMER TX, 75644"
"675821, MADISONVILLE CARE CENTER, 411 E COLLARD, MADISONVILLE TX, 77864"
"675759, SENIOR CARE OF STONEGATE, 4201 STONEGATE BLVD, FORT WORTH TX, 76109"
"675826, SUNSET HOME, 1800 WEST 9TH ST, CLIFTON TX, 76634"
"675811, VICTORIA GARDENS OF FRISCO, 10700 ROLATER DR, FRISCO TX, 75035"
"675800, LA VIDA SERENA NURSING AND REHABILITATION, 711 KINGS WAY, DEL RIO TX, 78840"
"675765, WALNUT PLACE, 5515 GLEN LAKES DR, DALLAS TX, 75231"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
"675756, WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS, 941 SCOTLAND DR, DESOTO TX, 75115"
