"675452, ROSEWOOD REHABILITATION AND CARE CENTER, 7700 MESQUITE PASS, CONVERSE TX, 78109"
"675553, HERITAGE HEALTHCARE RESIDENCE, 1026 E GOODE ST, QUITMAN TX, 75783"
"675615, MERIDIAN CARE AT GRAYSON SQUARE, 815  E  GRAYSON  ST, SAN ANTONIO TX, 78208"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675615, MERIDIAN CARE AT GRAYSON SQUARE, 815  E  GRAYSON  ST, SAN ANTONIO TX, 78208"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675553, HERITAGE HEALTHCARE RESIDENCE, 1026 E GOODE ST, QUITMAN TX, 75783"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675625, VISTA CONTINUING CARE CENTER, 4300 VISTA RD, PASADENA TX, 77504"
"675555, QUENTIN MEASE COMMUNITY HOSPITAL, 3601 N MACGREGOR, HOUSTON TX, 77004"
"675537, BROWNWOOD NURSING AND REHABILITATION LP, 101 MILLER DR, BROWNWOOD TX, 76801"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675597, FREE STATE CRESTWOOD, 1448 HOUSTON ST, WILLS POINT TX, 75169"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675553, HERITAGE HEALTHCARE RESIDENCE, 1026 E GOODE ST, QUITMAN TX, 75783"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675699, FRIENDSWOOD HEALTH CARE CENTER, 213 HERITAGE DR, FRIENDSWOOD TX, 77546"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675541, SENIOR REHABILITATION & SKILLED NURSING CENTER, 8825 LAMPLIGHTER LN, PORT ARTHUR TX, 77642"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675553, HERITAGE HEALTHCARE RESIDENCE, 1026 E GOODE ST, QUITMAN TX, 75783"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675597, FREE STATE CRESTWOOD, 1448 HOUSTON ST, WILLS POINT TX, 75169"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675611, GRACE PRESBYTERIAN VILLAGE, 550 E ANN ARBOR AVE, DALLAS TX, 75216"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675597, FREE STATE CRESTWOOD, 1448 HOUSTON ST, WILLS POINT TX, 75169"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675638, TWIN PINES NURSING AND REHABILITATION, 3301 E. MOCKINGBIRD LANE, VICTORIA TX, 77904"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675572, GLEN ROSE NURSING AND REHAB CENTER, 1019 HOLDEN ST, GLEN ROSE TX, 76043"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675625, VISTA CONTINUING CARE CENTER, 4300 VISTA RD, PASADENA TX, 77504"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675625, VISTA CONTINUING CARE CENTER, 4300 VISTA RD, PASADENA TX, 77504"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675568, OASIS NURSING & REHABILITATION CENTER, 9001 N LOOP, EL PASO TX, 79907"
"675568, OASIS NURSING & REHABILITATION CENTER, 9001 N LOOP, EL PASO TX, 79907"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675597, FREE STATE CRESTWOOD, 1448 HOUSTON ST, WILLS POINT TX, 75169"
"675572, GLEN ROSE NURSING AND REHAB CENTER, 1019 HOLDEN ST, GLEN ROSE TX, 76043"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675555, QUENTIN MEASE COMMUNITY HOSPITAL, 3601 N MACGREGOR, HOUSTON TX, 77004"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675638, TWIN PINES NURSING AND REHABILITATION, 3301 E. MOCKINGBIRD LANE, VICTORIA TX, 77904"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675617, EAGLE PASS NURSING AND REHABILITATION, 2550 ZACATECAS DR, EAGLE PASS TX, 78852"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675568, OASIS NURSING & REHABILITATION CENTER, 9001 N LOOP, EL PASO TX, 79907"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675541, SENIOR REHABILITATION & SKILLED NURSING CENTER, 8825 LAMPLIGHTER LN, PORT ARTHUR TX, 77642"
"675555, QUENTIN MEASE COMMUNITY HOSPITAL, 3601 N MACGREGOR, HOUSTON TX, 77004"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675564, GIDDINGS RESIDENCE AND REHABILITATION CENTER, 1181 N WILLIAMSON, GIDDINGS TX, 78942"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675723, NAZARETH LIVING CARE CENTER, 1475 RAYNOLDS ST, EL PASO TX, 79903"
"675597, FREE STATE CRESTWOOD, 1448 HOUSTON ST, WILLS POINT TX, 75169"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675537, BROWNWOOD NURSING AND REHABILITATION LP, 101 MILLER DR, BROWNWOOD TX, 76801"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675596, MONTE SIESTA NURSING AND REHABILITATION LP, 4501 DUDMAR DR, AUSTIN TX, 78735"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675709, TIMBERIDGE NURSING AND REHABILITATION CENTER, 315 W GIBSON, JASPER TX, 75951"
"675612, THE WESTBURY PLACE, 5201 S WILLOW DR, HOUSTON TX, 77035"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675564, GIDDINGS RESIDENCE AND REHABILITATION CENTER, 1181 N WILLIAMSON, GIDDINGS TX, 78942"
"675533, BROOKDALE SPICEWOOD SPRINGS, 4401 SPICEWOOD SPRINGS RD, AUSTIN TX, 78759"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675668, WOOD MEMORIAL NURSING HOME, 320 GREENVILLE HIGHWAY, MINEOLA TX, 75773"
"675611, GRACE PRESBYTERIAN VILLAGE, 550 E ANN ARBOR AVE, DALLAS TX, 75216"
"675635, EBONY LAKE NURSING AND REHABILITATION CENTER, 1001 CENTRAL BLVD, BROWNSVILLE TX, 78520"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675595, SPRING CREEK NURSING AND REHABILITATION LP, 2660 BRICKYARD RD, BEAUMONT TX, 77703"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675619, OAKS NURSING CENTER, 507 W JACKSON ST, BURNET TX, 78611"
"675592, C C YOUNG MEMORIAL HOME, 4829 W LAWTHER DR, DALLAS TX, 75214"
"675603, ROSE HAVEN RETREAT, 200 LIVE OAK ST, ATLANTA TX, 75551"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675542, BROOKDALE ALAMO HEIGHTS, 855 E BASSE RD, SAN ANTONIO TX, 78209"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675615, MERIDIAN CARE AT GRAYSON SQUARE, 815  E  GRAYSON  ST, SAN ANTONIO TX, 78208"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675697, THE ARMY RESIDENCE COMMUNITY HEALTH CARE CENTER, 7400 CRESTWAY DR, SAN ANTONIO TX, 78239"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675593, WISTERIA PLACE, 3202 S WILLIS ST, ABILENE TX, 79605"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675740, KNOPP NURSING & REHAB CENTER INC, 202 BILLIE DR, FREDERICKSBURG TX, 78624"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675532, UVALDE HEALTHCARE AND REHABILITATION CENTER, 535  N  PARK  ST, UVALDE TX, 78801"
"675587, REGENCY MANOR HEALTHCARE CENTER, 3011 W ADAMS AVE, TEMPLE TX, 76504"
"675599, ROBERT LEE CARE CENTER, 307 WEST 8TH ST, ROBERT LEE TX, 76945"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675702, BRENTWOOD PLACE TWO, 3505  S BUCKNER BLVD BLDG 3, DALLAS TX, 75227"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675620, BEAUMONT NURSING AND REHABILITATION, 1175 DENTON DR, BEAUMONT TX, 77707"
"675701, LAWRENCE STREET HEALTH CARE CENTER, 615 LAWRENCE ST, TOMBALL TX, 77375"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675602, UPSHUR MANOR NURSING HOME, 623 HWY 155N, GILMER TX, 75644"
"675579, SENIOR CARE AT LAKE POINTE, 6700 HERITAGE PARKWAY, ROCKWALL TX, 75087"
"675654, BROOKDALE GUADALUPE RIVER PLAZA, 808 GUADALUPE, KERRVILLE TX, 78028"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675537, BROWNWOOD NURSING AND REHABILITATION LP, 101 MILLER DR, BROWNWOOD TX, 76801"
"675633, SENIOR CARE AT HOLLAND LAKE, 1201 HOLLAND LAKE DR, WEATHERFORD TX, 76086"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675581, HERITAGE OAKS RETIREMENT VILLAGE, 3002 W 2ND AVE, CORSICANA TX, 75110"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675568, OASIS NURSING & REHABILITATION CENTER, 9001 N LOOP, EL PASO TX, 79907"
"675527, WHISPERWOOD NURSING & REHABILITATION CENTER, 5502 W 4TH ST, LUBBOCK TX, 79416"
"675572, GLEN ROSE NURSING AND REHAB CENTER, 1019 HOLDEN ST, GLEN ROSE TX, 76043"
"675606, HARLINGEN NURSING AND REHABILITATION CENTER, 3810 HALE ST, HARLINGEN TX, 78550"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675546, TRINITY CARE CENTER, 1000 E MAIN ST, ROUND ROCK TX, 78664"
"675550, PECAN TREE REHAB AND HEALTHCARE CENTER, 1900 E CALIFORNIA ST, GAINESVILLE TX, 76240"
"675655, TARRANT COUNTY HOSPITAL DISTRICT, 1500 S MAIN ST, FORT WORTH TX, 76104"
"675536, HILL COUNTRY REHAB AND NURSING CENTER, 810 INDUSTRIAL AVE, COPPERAS COVE TX, 76522"
"675557, WINDSONG CARE CENTER, 3400 E WALNUT, PEARLAND TX, 77581"
"675594, TERRACE WEST NURSING AND REHABILITATION LP, 2800 MIDLAND DR, MIDLAND TX, 79707"
"675540, LIBERTY HEALTH CARE CENTER, 1206 N TRAVIS ST, LIBERTY TX, 77575"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675539, THE BRADFORD AT BROOKSIDE, 301 WEST PARK DRIVE, LIVINGSTON TX, 77351"
"675565, PARKWOOD HEALTHCARE COMMUNITY, 2600 PARKVIEW DR, BEDFORD TX, 76022"
"675630, FALFURRIAS NURSING AND REHABILITATION LP, 1301 S TERRELL ST, FALFURRIAS TX, 78355"
"675614, BALLINGER HEALTHCARE AND REHABILITATION CENTER, 2001 6TH ST, BALLINGER TX, 76821"
"675622, CITYVIEW CARE CENTER, 5801 BRYANT IRVIN RD, FORT WORTH TX, 76132"
"675538, SUGAR LAND HEALTH CARE CENTER, 333 MATLAGE WAY, SUGAR LAND TX, 77478"
